0.0567579,0.00147797,0.141604,-0.187249,0.337634,0.192657,-0.0958236,-0.27405,-0.471833,0.000844298,0.000858974,0.00164523,-0.000212374,-4.87341e-05,3.25251e-05,-0.0714002,0.199953,-0.52362,-0.0108298,0.0524238,0.0105019,0.256359,-0.0412198,-0.00476388,-0.000784873,-0.00079447,0.000637184,0.0141851,0.00120365,-0.00488437,0.00406158,-0.14986,-0.561275,-0.0115172,0.0519071,0.0123888,0.0172176,0.0752543,-0.0564644,-0.0710004,-0.0785406,-0.0794485,-0.0711053,0.0320737,-0.0308149,0.0690473,-0.0180117,0.114908,0.0509744,-0.0458853,-0.116928,0.0112245,-0.116339,0.298557,0.112103,0.178855,0.0667015,0.0540961,0.128321,0.00883722,0.171576,0.00867115,-0.00599536,-0.00764528,0.00356353,-0.0199265,-0.00796881,-0.00810749,-0.00173394,-0.0161536,0.00454299,-0.0316206,-0.176292,-0.0318511,0.103652,0.0357593,-0.0282692,0.330458,-0.0756372,-0.0511181,-0.105157,-0.0552038,0.292893,0.200018,-0.200975
0.149413,-0.0138976,0.233314,-0.193626,0.08043,0.0921381,-0.117749,0.0660025,-0.0662115,0.00106193,0.00107657,0.00161484,0.000116355,-2.27967e-05,-0.000522597,-0.291221,0.224693,-0.523709,-0.0108306,0.0524057,0.0105056,0.155698,0.0992631,-0.010212,-0.000869744,-0.000891296,0.000747319,-0.0105606,-0.00064831,0.00316111,-0.00501972,-0.294407,0.45713,-0.0103427,0.0522215,0.0133573,0.0239494,0.0431561,-0.0797217,-0.0482297,-0.0216818,-0.0055847,-0.000145583,0.00089903,-0.0011806,-0.000531978,-0.00358068,-0.00164014,-0.00179974,0.0077061,-0.0106007,-0.0311081,-0.318705,0.00697458,0.257329,0.0939563,0.165686,0.0271494,0.0622469,-0.0542985,0.0939379,-0.0496918,-0.0392573,0.0111758,-0.0168694,0.0236506,-0.0184369,0.0555087,0.0266852,-0.0176539,-0.0530746,-0.00135928,-0.0561896,0.14251,0.0450457,0.107386,0.140973,0.2986,-0.00567255,0.0110476,-0.0279433,0.0136239,0.311302,0.200761,0.0124023
0.299695,-0.0776392,0.350642,-0.0793441,-0.212082,-0.133799,-0.491229,0.52547,-0.29809,0.000929213,0.000925816,0.00123661,0.0407627,0.00304227,0.0145244,-0.431204,0.349129,-0.523674,-0.0128102,0.0517368,0.00973968,0.470146,-0.0377547,-0.209278,-0.00212382,-0.00203754,0.00149749,0.180486,0.0135906,-0.0627885,-0.107576,-0.158747,0.179725,-0.0193295,0.0487868,-0.0152288,-0.179813,0.0195781,-0.0559269,-0.0324886,-0.194407,0.0709402,-0.00699576,0.00900886,-0.00664745,0.00395343,-0.00769284,0.00504659,0.00204461,0.00653693,-0.0167439,0.0109934,-0.296757,0.0386149,0.320184,0.00451736,0.00027467,0.0544614,0.039904,-0.0578303,0.0478607,-0.0525175,-0.0772276,0.0222766,-0.0297549,0.0452288,-0.0305833,0.100489,0.0455556,-0.0410974,-0.098493,0.0235638,-0.534129,0.268496,0.557969,0.0268204,-0.00438533,0.330342,0.102934,0.0155474,0.136143,0.0148957,-0.054984,0.2021,0.199408
0.29551,-0.0356597,0.508893,0.0143684,-0.215444,-0.123822,-0.523957,0.493745,-0.698802,0.00140755,0.0013939,0.00105811,0.0607461,0.00468901,0.021894,-0.449321,0.345057,-0.530408,-0.0137084,0.0508431,0.0080569,0.104875,0.0387604,-0.16168,-0.000806279,-0.000824904,0.000929526,-0.00199025,-7.38361e-05,0.000529135,-0.08017,-0.148797,-0.0297422,-0.010747,0.0523108,0.0113297,-0.00564878,0.0533634,-0.012171,-0.0358488,-0.0678269,-0.0365215,-0.0149917,0.00834032,-0.00854798,0.0133525,-0.00412582,0.0216469,0.0117378,-0.00820063,-0.0204351,0.0279094,-0.305563,0.0605552,0.356064,0.158522,0.207576,0.105368,0.0910771,-0.0342307,0.125782,-0.0311308,-0.0233843,-0.0050398,-0.00491893,-0.0120375,-0.0179345,0.0177705,0.0135624,-0.0169946,0.00578815,0.0146613,-0.0583579,0.0229947,0.0874815,0.0698416,0.0452003,0.227195,0.0891121,0.0793538,0.108408,0.0812331,0.305134,0.207557,0.18774
0.263601,-0.0484625,0.537624,-0.0326059,-0.231219,-0.0890042,-0.496616,0.520787,-0.702686,0.00128923,0.00130393,0.00135899,-0.000195679,1.39733e-06,-3.88919e-05,-0.459303,0.349841,-0.523655,-0.0108047,0.0518491,0.0105267,0.293985,0.0377005,-0.35203,-0.00361163,-0.00346163,0.0016176,0.276268,0.0189787,-0.0899238,-0.0797666,-0.245183,-0.431343,-0.0232357,0.0452136,-0.0670742,-0.0798037,0.100581,0.0773844,-0.127275,-0.113155,0.0798695,0.00401847,-2.52726e-05,-0.00242377,-0.00506418,-0.00362847,-0.00702012,-0.00109873,0.0101094,0.00485441,0.013998,-0.353364,-0.00741584,0.386853,0.1037,0.103938,0.136062,0.0810901,-0.0760702,0.139177,-0.0803727,-0.0578187,0.0216726,-0.0232371,0.0474626,-0.0174964,0.085907,0.0374464,-0.0380844,-0.088445,0.0208756,-0.442287,0.225252,0.461923,0.255977,-0.000427917,0.230167,0.0277466,0.114875,0.0216535,0.120159,0.185762,0.202341,0.203483
0.219439,-0.0745827,0.531522,-0.18089,-0.187455,-0.32187,-0.528999,0.536775,-0.69955,0.00126407,0.00127913,0.00112525,-0.00117766,-0.000226098,-0.000424843,-0.616164,0.344023,-0.370191,-0.0107931,0.0516614,0.0105217,0.368687,0.124795,-0.329597,-0.00103033,-0.00104608,0.00144381,-0.00175431,-4.66118e-05,0.000549359,-0.27186,-0.331887,-0.410109,-0.0107373,0.0523721,0.0106498,-0.00543167,0.0221797,0.0319814,-0.0871219,-0.212806,0.136106,-0.00299857,0.00441687,-0.00618804,0.0020023,-0.00462809,0.00460302,0.00560892,7.52716e-05,-0.0153807,-0.0251737,-0.349552,0.0196237,0.298071,0.0542398,0.388155,0.162213,0.0662072,0.159932,0.0976893,0.156312,-0.089274,0.0340395,-0.0410544,0.0886871,-0.0278203,0.144798,0.0642396,-0.00840946,-0.129094,-0.0242978,0.20495,0.382715,-0.276009,0.198757,0.174463,0.111246,0.0752176,0.0976844,0.05204,0.103537,0.282797,0.20029,0.209935
0.0771662,-0.103506,0.537401,-0.209953,-0.379431,-0.283005,-0.523745,0.523748,-0.703693,0.00401865,0.00396718,0.00160772,0.232428,0.0164925,0.0775951,-0.615008,0.349129,-0.523891,-0.0213739,0.0457803,-0.0413267,0.498062,0.0533215,-0.16526,-0.0024367,-0.00227671,0.00144391,0.295643,0.0205397,-0.0961981,-0.163101,0.0431164,-0.232328,-0.0242556,0.0455656,-0.0716676,0.0376732,0.0880438,0.0573156,-0.0905099,-0.0592049,0.0539711,-0.00706539,0.00651432,-0.00633293,0.00417339,-0.00241117,0.00395366,0.00401991,0.00342783,-0.00303215,0.0404296,-0.240674,0.0247075,0.321408,-0.0188377,0.118639,0.208173,0.00230399,0.112055,-0.0134779,0.112229,-0.0178349,-0.00563183,0.00328499,-0.019349,-0.0148345,0.00468799,0.00123585,-0.00327419,0.0186122,-0.00622795,0.244561,-0.00491775,-0.256218,0.268967,0.170963,0.074252,0.0707169,-0.00262427,0.0865598,0.00209241,0.30628,0.20365,0.186598
-0.070136,-0.139513,0.599336,-0.272521,-0.264368,-0.0239427,-0.521126,0.455167,-0.699458,0.00138002,0.00139745,0.00129861,-0.00489965,-0.000558106,-0.00170458,-0.641373,0.349121,-0.523652,-0.0105907,0.0517791,0.0106943,0.638671,0.186479,-0.098177,-0.00177464,-0.00174012,0.00150345,0.0957634,0.00736522,-0.0339378,-0.132101,0.0366329,-0.319973,-0.0154075,0.0505477,0.00293122,-0.201789,0.081846,0.0721504,-0.129814,-0.186073,0.110248,-0.00016233,0.00209528,-0.00340094,-0.00330808,-0.00236616,-0.00663069,-0.000498877,0.00992938,0.0118355,0.0364061,-0.259898,-0.00135352,0.339887,-0.077402,0.124034,0.214241,0.135411,0.177852,0.215462,0.169688,-0.0283415,0.0151504,-0.0108212,0.0385918,-0.0141326,0.0580123,0.0170527,-0.00109446,-0.0951199,-0.0540168,-0.180671,0.170435,0.0560377,0.32989,-0.0020153,0.015677,0.0743181,0.0397217,0.0886654,0.0439435,0.0930002,0.200461,0.075213
-0.262913,-0.267546,0.694589,-0.543226,-0.288252,-0.244938,-0.529822,0.532411,-0.698523,0.000562349,0.000566744,0.000497251,0.0247623,0.00191083,0.00919834,-0.607843,0.209936,-0.149301,-0.0120381,0.0518632,0.0105622,0.815049,0.369011,-0.0148507,-0.001198,-0.00119063,0.00135902,0.0490649,0.00382868,-0.0178847,-0.118299,-0.153445,0.0125376,-0.0132045,0.051613,0.0093336,0.00340061,0.0505178,0.0740848,0.104169,-0.184572,0.154833,-0.000929847,0.00327023,-0.00358386,-0.00113597,0.000901091,-0.00597078,0.000410149,0.00885823,0.011547,0.0156073,-0.28818,-0.00400381,0.327535,-0.0343001,0.158421,0.160268,0.124229,0.160127,0.169781,0.15737,-0.00480815,-0.00290248,-0.00298603,-0.00428961,-0.0086816,0.00370034,0.00338413,0.00377452,-0.00910082,-0.010831,0.0182759,0.0102113,-0.0387918,0.265603,0.133592,0.0565585,0.134623,0.000367161,0.207716,-0.00800664,0.3011,0.200842,-0.204093
-0.535225,-0.553486,0.753414,-1.02022,-0.692746,-0.491322,-0.524017,0.528388,-0.698589,0.00254505,0.00242307,0.00131253,0.228982,0.0162242,0.0761834,-0.700221,0.279881,-0.523892,-0.0212828,0.0466876,-0.0436082,0.895883,0.414647,0.0361261,-0.000650823,-0.00065162,0.000445637,0.0323642,0.00248968,-0.0119258,-0.233024,0.349636,-0.431332,-0.0124108,0.0519304,0.0108363,0.0224174,0.0621728,0.114874,0.0611368,-0.0389168,-0.0194128,0.000823186,0.00359623,-0.00691582,-0.000340885,0.00299978,-0.00878773,0.00260465,0.0135359,0.0205581,0.0373378,-0.284768,-0.00838701,0.371475,-0.0179004,0.388322,0.10646,0.124578,0.208995,0.155967,0.210308,-0.0876987,0.0398905,-0.0366667,0.0896678,-0.0175286,0.150632,0.0675007,-0.0589792,-0.136535,0.00750763,0.27929,0.367173,-0.293058,0.144562,0.0990136,0.0652693,0.232679,0.0175854,0.263339,0.0156641,0.298132,0.199863,-0.196616
